title,link,published,country,source,summary,Combined_Text,Language
Enhanced Games world record claim: What does it mean?,https://www.dw.com/en/enhanced-games-world-record-claim-what-does-it-mean/a-72628920?maca=en-rss-en-all-1573-rdf,,Germany,DW News,"An event dubbed ""Olympics on Drugs"" and backed by the Trump family has moved a step closer to reality. The Enhanced Games claim one of its doped athletes has already broken a world record and now has a venue and date.","Enhanced Games world record claim: What does it mean? An event dubbed ""Olympics on Drugs"" and backed by the Trump family has moved a step closer to reality. The Enhanced Games claim one of its doped athletes has already broken a world record and now has a venue and date.",en
"Germany, Nigeria to deepen cooperation in economy, migration",https://www.dw.com/en/germany-nigeria-to-deepen-cooperation-in-economy-migration/a-72631179?maca=en-rss-en-all-1573-rdf,,Germany,DW News,"The foreign ministers of Germany and Nigeria pledged to strengthen their countries' partnership in areas such as the economy, energy, and migration.","Germany, Nigeria to deepen cooperation in economy, migration The foreign ministers of Germany and Nigeria pledged to strengthen their countries' partnership in areas such as the economy, energy, and migration.",en
German economy: When will things pick up again?,https://www.dw.com/en/german-economy-when-will-things-pick-up-again/a-72630057?maca=en-rss-en-all-1573-rdf,,Germany,DW News,"The new German government wants to revive the German economy by introducing an urgent recovery program. However, the crisis is so severe that economic experts see little chance of a rapid upturn.","German economy: When will things pick up again? The new German government wants to revive the German economy by introducing an urgent recovery program. However, the crisis is so severe that economic experts see little chance of a rapid upturn.",en
German chancellor attends army brigade launch in Lithuania,https://www.dw.com/en/german-chancellor-attends-army-brigade-launch-in-lithuania/live-72629145?maca=en-rss-en-all-1573-rdf,,Germany,DW News,German Chancellor Friedrich Merz and Defense Minister Boris Pistorius are attending a ceremony to mark the start of Germany’s first permanent foreign troop deployment since WWII. DW has the latest.,German chancellor attends army brigade launch in Lithuania German Chancellor Friedrich Merz and Defense Minister Boris Pistorius are attending a ceremony to mark the start of Germany’s first permanent foreign troop deployment since WWII. DW has the latest.,en
Two Indian women artists blazing their own trails,https://www.dw.com/en/two-indian-women-artists-blazing-their-own-trails/a-72491750?maca=en-rss-en-all-1573-rdf,,Germany,DW News,"Mayuri Chari and Janhavi Khemka's artwork is very different. But they both have powerful artistic visions informed by personal experiences of gender, disability and family — and they're both making names for themselves.","Two Indian women artists blazing their own trails Mayuri Chari and Janhavi Khemka's artwork is very different. But they both have powerful artistic visions informed by personal experiences of gender, disability and family — and they're both making names for themselves.",en
Canada in talks with US about joining 'Golden Dome' plan,https://www.dw.com/en/canada-in-talks-with-us-about-joining-golden-dome-plan/a-72628559?maca=en-rss-en-all-1573-rdf,,Germany,DW News,"Prime Minister Mark Carney said he has had talks with US President Donald Trump about it. The defense system is designed to detect, track and potentially intercept incoming missiles.","Canada in talks with US about joining 'Golden Dome' plan Prime Minister Mark Carney said he has had talks with US President Donald Trump about it. The defense system is designed to detect, track and potentially intercept incoming missiles.",en
Consumer groups urge EU to press airlines over baggage fees,https://www.dw.com/en/consumer-groups-urge-eu-to-press-airlines-over-baggage-fees/a-72628211?maca=en-rss-en-all-1573-rdf,,Germany,DW News,"Sixteen consumer groups have called on the EU to take action against seven low-cost airlines over their baggage fees. The carriers include easyJet, Norwegian, Ryanair, Transavia, Volotea, Vueling and Wizz Air.","Consumer groups urge EU to press airlines over baggage fees Sixteen consumer groups have called on the EU to take action against seven low-cost airlines over their baggage fees. The carriers include easyJet, Norwegian, Ryanair, Transavia, Volotea, Vueling and Wizz Air.",en
North Korea warship reportedly damaged during launch,https://www.dw.com/en/north-korea-warship-reportedly-damaged-during-launch/a-72628285?maca=en-rss-en-all-1573-rdf,,Germany,DW News,"North Korean leader Kim Jong Un, who watched the failed launch, called it a ""criminal act,"" that tarnished the country's dignity.","North Korea warship reportedly damaged during launch North Korean leader Kim Jong Un, who watched the failed launch, called it a ""criminal act,"" that tarnished the country's dignity.",en
Trump confronts South Africa's Ramaphosa with genocide claim,https://www.dw.com/en/trump-confronts-south-africa-s-ramaphosa-with-genocide-claim/live-72618239?maca=en-rss-en-all-1573-rdf,,Germany,DW News,"In a tense encounter in front of reporters, Donald Trump stunned Cyril Ramaphosa with a video of claims of a white ""genocide"" in South Africa. The trip had aimed to salvage strained bilateral ties.","Trump confronts South Africa's Ramaphosa with genocide claim In a tense encounter in front of reporters, Donald Trump stunned Cyril Ramaphosa with a video of claims of a white ""genocide"" in South Africa. The trip had aimed to salvage strained bilateral ties.",en
Netanyahu: Israel will control all Gaza by end of offensive,https://www.dw.com/en/netanyahu-israel-will-control-all-gaza-by-end-of-offensive/live-72619109?maca=en-rss-en-all-1573-rdf,,Germany,DW News,Israeli Prime Minister Netanyahu has said the only way to ensure the security of his country was for it to control all of the Gaza Strip by the end of its offensive in the Palestinian territory.,Netanyahu: Israel will control all Gaza by end of offensive Israeli Prime Minister Netanyahu has said the only way to ensure the security of his country was for it to control all of the Gaza Strip by the end of its offensive in the Palestinian territory.,en
EU eyes action over Hungary's planned Russia-style law,https://www.dw.com/en/eu-eyes-action-over-hungary-s-planned-russia-style-law/a-72623228?maca=en-rss-en-all-1573-rdf,,Germany,DW News,"Can the EU rein in the Hungarian government and discourage it once again from pushing through a ""transparency law"" that critics say amounts to a crackdown on activists and media?","EU eyes action over Hungary's planned Russia-style law Can the EU rein in the Hungarian government and discourage it once again from pushing through a ""transparency law"" that critics say amounts to a crackdown on activists and media?",en
Dutch synagogues filled with life 80 years after WWII,https://www.dw.com/en/dutch-synagogues-filled-with-life-80-years-after-wwii/a-72623234?maca=en-rss-en-all-1573-rdf,,Germany,DW News,"Six million Jewish people were murdered in the Holocaust, including many from the Netherlands. DW visited two Dutch synagogues, now revived and full of life 80 years after the end of World War II.","Dutch synagogues filled with life 80 years after WWII Six million Jewish people were murdered in the Holocaust, including many from the Netherlands. DW visited two Dutch synagogues, now revived and full of life 80 years after the end of World War II.",en
Merz sees no signs that war in Ukraine will end soon,https://www.dw.com/en/merz-sees-no-signs-that-war-in-ukraine-will-end-soon/a-72625600?maca=en-rss-en-all-1573-rdf,,Germany,DW News,"German Chancellor Friedrich Merz does not see any indication that the war in Ukraine will end soon, while Defense Minister Boris Pistorius urged further action to cut off Russia's financial lifelines.","Merz sees no signs that war in Ukraine will end soon German Chancellor Friedrich Merz does not see any indication that the war in Ukraine will end soon, while Defense Minister Boris Pistorius urged further action to cut off Russia's financial lifelines.",en
Germany deploys troops on NATO's eastern flank,https://www.dw.com/en/germany-deploys-troops-on-nato-s-eastern-flank/a-72625201?maca=en-rss-en-all-1573-rdf,,Germany,DW News,"The Bundeswehr has sent its new Armored Brigade 45 to Lithuania, Germany's first permanent foreign troop deployment since World War II. Chancellor Friedrich Merz will attend the ceremonial roll call this week.","Germany deploys troops on NATO's eastern flank The Bundeswehr has sent its new Armored Brigade 45 to Lithuania, Germany's first permanent foreign troop deployment since World War II. Chancellor Friedrich Merz will attend the ceremonial roll call this week.",en
Trump helps Gulf states become AI powers amid China fears,https://www.dw.com/en/trump-helps-gulf-states-become-ai-powers-amid-china-fears/a-72616663?maca=en-rss-en-all-1573-rdf,,Germany,DW News,Donald Trump's recent visit to the Middle East was defined by a flurry of artificial intelligence investment deals involving Saudi Arabia and the UAE. Critics say it could help China gain access to critical technology.,Trump helps Gulf states become AI powers amid China fears Donald Trump's recent visit to the Middle East was defined by a flurry of artificial intelligence investment deals involving Saudi Arabia and the UAE. Critics say it could help China gain access to critical technology.,en
Japan invests big in LNG despite climate-friendly promises,https://www.dw.com/en/japan-invests-big-in-lng-despite-climate-friendly-promises/a-72623597?maca=en-rss-en-all-1573-rdf,,Germany,DW News,"Japan is a world leader in funding natural gas projects, while at the same time leading a forum in Asia calling for a fossil fuel phase-out.","Japan invests big in LNG despite climate-friendly promises Japan is a world leader in funding natural gas projects, while at the same time leading a forum in Asia calling for a fossil fuel phase-out.",en
Isaiah Hartenstein vying to become second German to win NBA title,https://www.dw.com/en/isaiah-hartenstein-vying-to-become-second-german-to-win-nba-title/a-72621014?maca=en-rss-en-all-1573-rdf,,Germany,DW News,German basketball fans are getting their hopes up about the possibility of a second countryman winning an NBA title. Isaiah Hartenstein’s Oklahoma City Thunder have reached the Western Conference finals.,Isaiah Hartenstein vying to become second German to win NBA title German basketball fans are getting their hopes up about the possibility of a second countryman winning an NBA title. Isaiah Hartenstein’s Oklahoma City Thunder have reached the Western Conference finals.,en
What is China's space mission Tianwen-2?,https://www.dw.com/en/what-is-china-s-space-mission-tianwen-2/a-72620341?maca=en-rss-en-all-1573-rdf,,Germany,DW News,China hopes Tianwen-2 will match the success of its US and Japanese space rivals by exploring an unusual Near-Earth Asteroid and returning rock samples.,What is China's space mission Tianwen-2? China hopes Tianwen-2 will match the success of its US and Japanese space rivals by exploring an unusual Near-Earth Asteroid and returning rock samples.,en
